applicant_gender,total_income,income_type,education_type,family_status,job_title,applicant_age,years_of_working,total_bad_debt,total_good_debt,status
Male,112500,Working,Secondary / Secondary Special,Married,Laborers,32,,0,,1
,,,Secondary / Secondary Special,,,33,8,,,1
Female,234000,Commercial Associate,Secondary / Secondary Special,Married,Sales Staff,,5,,28,1
Male,135000,Working,Higher Education,Married,Managers,32,9,0,,1
Male,,Working,Secondary / Secondary Special,Single / Not Married,,50,4,,,1
,337500,Working,,Married,,37,,,44,1
Male,,State Servant,Secondary / Secondary Special,Married,Medicine Staff,,,,17,1
Female,562500,Working,Higher Education,,,,,0,,1
Female,112500,,Secondary / Secondary Special,Civil Marriage,,51,17,0,31,1
,157500,Working,Higher Education,,Managers,46,7,0,5,1
Male,450000,Commercial Associate,Incomplete Higher,,,,12,0,18,1
,,,Secondary / Secondary Special,Civil Marriage,Drivers,40,1,,21,1
,,State Servant,Higher Education,,,43,,,,1
Female,,,,Married,Managers,,21,,1,1
Female,,,,,Medicine Staff,49,4,,38,1
Male,,,,,Laborers,61,9,0,37,1
Female,112500,,Secondary / Secondary Special,Married,Sales Staff,,,0,,1
Male,315000,Commercial Associate,Secondary / Secondary Special,Married,,43,8,6,54,1
,360000,Commercial Associate,Higher Education,Married,Managers,,5,,29,1
Female,202500,Commercial Associate,Secondary / Secondary Special,,,,,0,29,1
Male,,Commercial Associate,Higher Education,,Laborers,28,,,13,1
,247500,Working,,,High Skill Tech Staff,53,3,,22,1
,252000,State Servant,Higher Education,,Core Staff,34,11,,31,1
Female,,Working,Secondary / Secondary Special,,Cleaning Staff,65,10,,49,1
,112500,,Secondary / Secondary Special,Married,,42,10,,42,1
,135000,,Secondary / Secondary Special,Married,,36,13,1,20,1
,130500,Working,Secondary / Secondary Special,,,33,10,,52,1
Female,238500,Working,,,High Skill Tech Staff,61,,,,1
Female,,,Secondary / Secondary Special,Married,,55,20,,12,1
,157500,Working,,,Sales Staff,,3,1,,1
,,,Secondary / Secondary Special,Married,,,3,,,1
,225000,Working,Higher Education,Married,Core Staff,,,,3,1
,67500,Working,,Married,Laborers,48,,,21,1
Male,135000,Working,Higher Education,Married,Sales Staff,26,3,,17,1
Male,270000,State Servant,Secondary / Secondary Special,,Core Staff,32,,0,,1
Female,112500,,Secondary / Secondary Special,,,46,11,,,1
,108000,Working,Secondary / Secondary Special,Married,,,17,,7,1
,,Working,,,,37,,0,,1
Female,,State Servant,Higher Education,Married,Core Staff,,,,29,1
,252000,State Servant,Higher Education,,Core Staff,,7,,,1
Male,,Working,Secondary / Secondary Special,Single / Not Married,Drivers,,4,0,30,1
,157500,,Secondary / Secondary Special,,Managers,48,,,12,1
,135000,Commercial Associate,,,,33,4,,5,1
,,,Secondary / Secondary Special,,,,3,0,17,1
,,Working,Secondary / Secondary Special,,Laborers,43,1,0,,1
Female,,Working,,Single / Not Married,,,,0,21,1
Male,270000,Working,,Married,Laborers,41,8,,,1
Female,54000,State Servant,Secondary / Secondary Special,Single / Not Married,,,,,38,1
Female,,,Higher Education,Married,Accountants,61,15,3,12,1
,112500,,Secondary / Secondary Special,Widow,,46,,0,,1
Female,261000,Working,,Married,High Skill Tech Staff,35,5,,,1
,67500,Working,Secondary / Secondary Special,,,,,,3,1
,315000,,Higher Education,Married,Managers,46,,,25,1
Male,112500,Commercial Associate,,Married,Security Staff,,2,35,,0
,,Working,,,Laborers,,,5,22,1
Female,90000,,,Married,Medicine Staff,55,,,,1
Female,135000,Working,,,Core Staff,,3,,15,1
Male,,,Secondary / Secondary Special,Married,,,,0,12,1
,99000,,,Single / Not Married,,45,2,0,,1
,157500,State Servant,Secondary / Secondary Special,Single / Not Married,Waiters/Barmen Staff,,4,,,1
,157500,,,Married,Managers,61,21,0,,1
Male,202500,Working,Incomplete Higher,Civil Marriage,Core Staff,24,1,,,1
Female,99000,,Secondary / Secondary Special,Single / Not Married,Core Staff,,2,,17,1
Female,,,Higher Education,Single / Not Married,Managers,28,7,0,40,1
,,,,,Laborers,38,,0,13,1
Male,274500,,,,,,10,0,9,1
Female,202500,State Servant,Secondary / Secondary Special,,Private Service Staff,44,,0,16,1
Female,,Working,,Single / Not Married,Cleaning Staff,63,32,0,,1
Female,135000,Working,,Married,Accountants,36,4,0,7,1
,,Commercial Associate,,Married,Medicine Staff,45,,0,,1
Female,,,Higher Education,Married,,,,0,,1
Male,225000,Commercial Associate,Secondary / Secondary Special,,Drivers,49,6,0,26,1
Female,,Working,,,,55,,,,0
Female,225000,State Servant,Higher Education,Married,Medicine Staff,41,,,45,1
Female,135000,Commercial Associate,Incomplete Higher,,Sales Staff,31,9,0,3,1
Female,247500,,,,Laborers,,9,,,1
Male,,Commercial Associate,Secondary / Secondary Special,Married,Drivers,,8,0,38,1
,,Working,Secondary / Secondary Special,Married,,,7,,51,1
,,Working,,,,,15,,23,1
Female,81000,Commercial Associate,,,Core Staff,,1,,23,1
,112500,Working,,,,,3,0,13,1
Female,,,,Married,,,,0,,1
Female,,Commercial Associate,Secondary / Secondary Special,,,55,,,27,1
Female,225000,,Secondary / Secondary Special,,,54,9,0,35,1
Female,,Commercial Associate,Secondary / Secondary Special,Married,Sales Staff,30,6,3,6,1
,427500,Working,Higher Education,,Managers,,5,1,47,1
,,Working,,,Laborers,,10,,26,1
Female,405000,Working,,Married,Core Staff,,,0,,1
,180000,State Servant,Secondary / Secondary Special,Married,Drivers,,8,,21,1
Male,157500,Commercial Associate,,,Sales Staff,,12,,,1
,270000,Commercial Associate,Higher Education,Married,Managers,48,2,0,,1
Male,270000,,,Single / Not Married,Managers,28,2,,,1
,90000,Working,Lower Secondary,Married,Medicine Staff,,9,0,16,1
Female,,Commercial Associate,,,,,4,,,1
Female,135000,Commercial Associate,Secondary / Secondary Special,,,36,2,0,21,1
Female,180000,State Servant,,,Managers,41,22,0,8,1
Female,112500,,Secondary / Secondary Special,,Core Staff,41,,,39,1
,112500,Working,Secondary / Secondary Special,,Sales Staff,,,0,7,1
,292500,,Higher Education,Married,Managers,41,19,0,15,1
Female,157500,,Secondary / Secondary Special,Married,Core Staff,,9,6,28,1
,,Working,Higher Education,Married,High Skill Tech Staff,,,0,21,1
,234000,Working,Secondary / Secondary Special,Single / Not Married,Core Staff,57,22,,,1
,,Commercial Associate,Secondary / Secondary Special,Single / Not Married,Drivers,27,,0,,1
,,Working,Secondary / Secondary Special,Separated,Core Staff,39,,0,,1
Male,,Working,,Married,Laborers,32,14,0,,1
,,,Secondary / Secondary Special,Civil Marriage,,39,3,,42,1
,,Working,Secondary / Secondary Special,Married,,38,,0,7,1
Female,216000,Working,Secondary / Secondary Special,,Medicine Staff,50,9,,7,1
,,,Secondary / Secondary Special,Married,Low-Skill Laborers,,9,,8,1
Male,,Working,Secondary / Secondary Special,,Laborers,36,14,,20,1
,,Commercial Associate,Secondary / Secondary Special,Married,Drivers,,14,0,,1
Female,,,Secondary / Secondary Special,Married,High Skill Tech Staff,36,,,,1
Female,180000,,,Single / Not Married,,,11,0,15,1
Female,,,Secondary / Secondary Special,,Managers,,2,,41,1
Male,180000,Working,Higher Education,Single / Not Married,,26,2,0,3,1
Female,202500,State Servant,Secondary / Secondary Special,Separated,,,,,4,1
,180000,Working,,,Core Staff,,29,0,26,1
Female,,,,Separated,Laborers,37,,0,4,1
Female,112500,Working,Higher Education,,Sales Staff,38,7,0,,1
,,Working,Higher Education,,Accountants,38,,0,,1
,445500,,Higher Education,Married,Managers,35,,0,35,1
,90000,Working,Lower Secondary,Single / Not Married,Core Staff,29,8,0,,1
Female,171000,,,Married,Core Staff,41,4,,17,1
,135000,,Higher Education,Married,Private Service Staff,,8,,,1
Female,,Working,Secondary / Secondary Special,Single / Not Married,,34,5,0,,1
Female,,,Higher Education,,Sales Staff,32,4,0,11,1
,81000,State Servant,Higher Education,Married,Core Staff,,,0,,1
Female,112500,Commercial Associate,,Married,Core Staff,32,1,0,30,1
Female,112500,Working,,,,,,0,5,1
,157500,Commercial Associate,Secondary / Secondary Special,Single / Not Married,Laborers,25,3,,,1
,157500,,Secondary / Secondary Special,Civil Marriage,,,3,0,,1
Female,,Working,Higher Education,Married,Core Staff,27,,,4,1
Female,121500,Working,Secondary / Secondary Special,Married,Medicine Staff,41,17,0,45,1
,,Working,Higher Education,,Laborers,,,0,13,1
,81000,Working,Secondary / Secondary Special,Married,,38,4,0,,1
Male,,,,Married,Laborers,39,,2,3,1
,112500,Working,,,,,3,0,13,1
,450000,Commercial Associate,Secondary / Secondary Special,Single / Not Married,Managers,29,,1,,1
Female,315000,Commercial Associate,Higher Education,,,,10,0,,1
Female,,Working,Secondary / Secondary Special,,,45,,0,,1
Male,112500,,,Married,,,,0,32,1
,67500,Working,Secondary / Secondary Special,Married,,,20,0,2,1
,225000,Working,Secondary / Secondary Special,Widow,High Skill Tech Staff,55,7,0,12,1
Male,,Working,Secondary / Secondary Special,Married,,29,4,,17,1
Female,360000,Commercial Associate,Secondary / Secondary Special,Single / Not Married,Accountants,,7,,,1
Male,,,Secondary / Secondary Special,,,34,4,0,2,1
Male,360000,Commercial Associate,Secondary / Secondary Special,,,29,2,,7,1
Male,,,Higher Education,Separated,,48,6,0,36,1
Female,225000,Commercial Associate,Secondary / Secondary Special,Married,Sales Staff,,,,35,1
,472500,,Higher Education,Married,,49,,0,17,1
Male,427500,Working,Higher Education,Married,,46,5,,25,1
Male,130500,Working,,,Drivers,54,,,,1
,90000,Working,,,Core Staff,,,0,55,1
,360000,,Higher Education,Separated,Core Staff,,,2,,1
Male,,Working,Secondary / Secondary Special,Married,Laborers,51,16,0,4,1
Male,135000,,,,Laborers,42,5,,38,1
Female,157500,Working,Secondary / Secondary Special,,Sales Staff,,,0,2,1
Female,,State Servant,Secondary / Secondary Special,,Medicine Staff,,35,,,1
,,,Higher Education,Separated,Managers,55,,2,,1
Male,,Working,,,Drivers,51,11,0,5,1
,112500,Working,Secondary / Secondary Special,,,,,0,17,1
,112500,Working,,Married,Laborers,39,11,0,30,1
Female,90000,Commercial Associate,,Married,,43,10,0,20,1
Female,108000,Working,Secondary / Secondary Special,Single / Not Married,Laborers,56,24,,44,1
,990000,,Higher Education,Married,Core Staff,62,7,0,7,1
Male,157500,,Secondary / Secondary Special,Separated,Security Staff,47,,,8,1
,,Working,Higher Education,,Sales Staff,,5,0,32,1
,166500,State Servant,Higher Education,Married,Medicine Staff,40,,0,40,1
Female,,Working,Secondary / Secondary Special,,,,,0,,1
Female,315000,,,Civil Marriage,Sales Staff,,6,,,1
Female,135000,Working,Secondary / Secondary Special,,Private Service Staff,39,,,3,1
Female,135000,,,,Core Staff,34,,,21,1
Female,,Commercial Associate,,Married,Sales Staff,41,2,0,,1
Male,,Commercial Associate,,,Managers,49,12,4,22,1
,99000,Working,Secondary / Secondary Special,Civil Marriage,Accountants,45,9,,52,1
Female,,Commercial Associate,,,,54,15,0,30,1
Male,180000,,,,Drivers,34,8,0,55,1
Male,238500,Commercial Associate,Secondary / Secondary Special,Single / Not Married,Security Staff,25,1,0,10,1
,171000,Working,,,Laborers,47,2,,,1
Male,,State Servant,Higher Education,Married,Core Staff,30,7,,,1
Female,90000,Working,,Married,Sales Staff,,10,0,26,1
,450000,Commercial Associate,,Married,,55,,,46,1
,76500,Working,,Civil Marriage,Accountants,,2,,59,1
Male,180000,Working,,,Laborers,,5,0,,1
Male,234000,State Servant,,Married,Laborers,,9,0,1,1
Male,,,Higher Education,Single / Not Married,,,,0,44,1
Female,292500,Commercial Associate,,,Sales Staff,,14,,26,1
,,Commercial Associate,,,,44,,,,1
,180000,State Servant,Higher Education,Married,Core Staff,39,,0,,1
Female,180000,Commercial Associate,Secondary / Secondary Special,Married,Secretaries,,,0,19,1
Male,157500,Working,,Married,Laborers,,,,4,1
Female,315000,Commercial Associate,,Married,,,,0,,1
Female,270000,Working,,Separated,Cleaning Staff,,,0,19,1
Female,,,Secondary / Secondary Special,,Cleaning Staff,,1,0,54,1
Female,,,,,,31,6,0,4,1
Male,270000,Working,,,,,11,0,34,1
,180000,,,Civil Marriage,,31,,0,9,1
,,Working,,,Cooking Staff,,,0,41,1
Female,135000,Commercial Associate,Secondary / Secondary Special,,Laborers,,1,0,18,1
Female,225000,Commercial Associate,,,Managers,33,,0,16,1
Male,180000,Commercial Associate,Secondary / Secondary Special,Married,,39,8,0,,1
Male,202500,,Secondary / Secondary Special,Married,Laborers,,4,0,,1
Male,360000,,Higher Education,Married,,43,4,0,55,1
Female,225000,State Servant,,,Laborers,64,,0,,1
Female,,Working,Secondary / Secondary Special,,High Skill Tech Staff,42,3,0,19,1
,,Working,Secondary / Secondary Special,Civil Marriage,,48,,,,1
,135000,,,Married,Drivers,29,3,2,17,1
Male,180000,State Servant,Lower Secondary,Married,,45,11,0,41,1
,270000,Working,,Separated,,53,11,0,52,1
,31500,Commercial Associate,Secondary / Secondary Special,Married,Cleaning Staff,49,,,5,1
,135000,,Secondary / Secondary Special,Married,Managers,,,,42,1
Female,,Working,,,Accountants,,4,0,,1
,,Working,Secondary / Secondary Special,,Laborers,31,9,,,1
Female,,State Servant,Higher Education,Married,Core Staff,36,2,,2,1
,,Working,,,,27,1,0,7,1
Female,135000,,,Civil Marriage,,45,5,2,33,1
,,,,Civil Marriage,,,,0,15,1
,225000,Commercial Associate,,Married,,46,8,0,,1
Male,135000,Working,Secondary / Secondary Special,Married,Laborers,,3,0,,1
Female,112500,Working,Secondary / Secondary Special,,,,7,0,31,1
,121500,Working,,,Laborers,31,4,,5,1
Male,,Working,Secondary / Secondary Special,,,,2,0,,1
Female,,State Servant,,Civil Marriage,Core Staff,31,7,,8,1
Male,382500,Commercial Associate,Secondary / Secondary Special,,Managers,,5,3,,1
,,,Higher Education,Married,Managers,41,,0,,1
Female,,,Higher Education,Married,Accountants,,,0,,1
Male,,Working,Secondary / Secondary Special,Civil Marriage,,40,,0,,1
,,,,,Sales Staff,42,,0,1,1
Male,202500,Working,Higher Education,Married,,,,1,32,1
Female,135000,Commercial Associate,Secondary / Secondary Special,Married,,31,8,0,44,1
,135000,Working,Higher Education,,,,,0,,1
,,State Servant,Secondary / Secondary Special,Married,Managers,50,,,,1
,,Working,,Married,,48,3,,,1
Male,,Working,Secondary / Secondary Special,Separated,Drivers,,7,,,1
,180000,,,,Accountants,,,0,17,1
Female,144000,,,,Laborers,,30,1,,1
,112500,State Servant,Secondary / Secondary Special,,Medicine Staff,48,11,0,6,1
Male,157500,,,Single / Not Married,Laborers,,6,0,,1
Male,,Working,,,Laborers,,22,,,1
Female,135000,,,Married,Sales Staff,,3,0,8,1
Female,157500,,Secondary / Secondary Special,,Sales Staff,39,7,0,12,1
,,State Servant,,,Core Staff,47,10,,,1
,175500,Working,,,,50,9,0,,1
Female,,Commercial Associate,Higher Education,,Accountants,35,2,,30,1
,180000,Commercial Associate,,Single / Not Married,,,,,5,1
Female,135000,State Servant,Secondary / Secondary Special,,Medicine Staff,40,6,,32,1
Female,,Working,,,High Skill Tech Staff,,8,0,,1
,225000,State Servant,Secondary / Secondary Special,Married,High Skill Tech Staff,,11,,11,1
Female,121500,,Higher Education,,Hr Staff,,,0,26,1
,90000,,,,,,,0,,1
Female,54000,Working,Secondary / Secondary Special,,,,6,0,2,1
Female,225000,,Higher Education,,Drivers,29,2,0,,1
,135000,,,,,,9,0,44,1
,90000,,Secondary / Secondary Special,Married,,29,5,1,26,1
Female,,,Higher Education,Married,,27,1,0,19,1
,,Working,,,,45,21,,,1
,135000,Commercial Associate,Higher Education,Married,,43,2,,,1
Male,202500,,,Married,,38,4,16,,0
Male,,,Higher Education,,,28,2,,28,1
Female,,State Servant,,Civil Marriage,Managers,49,20,0,,1
,,,Secondary / Secondary Special,Married,,33,10,,43,1
Male,,,,,,39,,,,1
Female,562500,Working,Higher Education,Married,Managers,,8,0,43,1
,90000,Working,,Married,Cooking Staff,50,12,,3,1
Female,,,,,Managers,,4,0,1,1
Male,360000,Commercial Associate,,Married,High Skill Tech Staff,27,5,0,4,1
,,,Secondary / Secondary Special,Widow,Sales Staff,,,0,,1
Male,270000,Working,,Married,Laborers,,5,,24,1
Male,112500,,Secondary / Secondary Special,Single / Not Married,,29,,,23,1
,135000,Commercial Associate,,Single / Not Married,Laborers,,21,,,1
Male,157500,Commercial Associate,Secondary / Secondary Special,,Cooking Staff,25,7,,,1
Male,,Working,,Married,,41,6,,4,1
Female,180000,,Secondary / Secondary Special,Married,Core Staff,48,,0,,1
Male,135000,Working,Incomplete Higher,,Laborers,,14,0,11,1
Male,270000,Working,Secondary / Secondary Special,,Laborers,47,,0,,1
Male,,,,Civil Marriage,Core Staff,39,10,0,41,1
Female,180000,Working,,Civil Marriage,Laborers,35,,0,,1
,,Working,Secondary / Secondary Special,Single / Not Married,,,7,,,1
Male,450000,Commercial Associate,,Married,,,6,0,,1
Female,81000,,,,Core Staff,33,,,7,1
Female,157500,,Secondary / Secondary Special,Single / Not Married,Medicine Staff,53,33,1,,1
Female,180000,Commercial Associate,Incomplete Higher,,Sales Staff,50,,0,,1
,,Working,Secondary / Secondary Special,Married,Medicine Staff,,,0,19,1
Male,225000,Working,Secondary / Secondary Special,,Managers,28,1,,,1
Female,270000,Working,Higher Education,,,,3,0,7,1
,148500,Working,Secondary / Secondary Special,Married,,,,0,,1
,270000,,Incomplete Higher,Married,,33,,,,1
Female,135000,,Higher Education,,Accountants,38,18,0,38,1
Male,405000,Working,Higher Education,,,29,,,29,1
,,Working,Secondary / Secondary Special,Married,,,1,,,1
Male,292500,Commercial Associate,Secondary / Secondary Special,,,,9,0,3,1
,270000,Working,Secondary / Secondary Special,Married,,,6,0,,1
,,,Secondary / Secondary Special,,Realty Agents,35,,,,1
Female,234000,,,Single / Not Married,Managers,30,,,,1
Male,112500,,Secondary / Secondary Special,,,54,,,,1
Female,,Commercial Associate,,Married,,39,,,1,1
,67500,Working,Secondary / Secondary Special,,Accountants,31,6,0,,1
,,Working,Secondary / Secondary Special,Married,,,36,,,1
Male,202500,Working,,,,,5,,,1
,,Commercial Associate,Secondary / Secondary Special,Separated,Laborers,40,,0,,1
,270000,State Servant,,Married,,56,4,0,,1
,,,,Married,Laborers,38,,0,45,1
,148500,State Servant,Secondary / Secondary Special,Married,Drivers,,,0,,1
,180000,,Higher Education,Married,Laborers,31,5,0,16,1
,,,Secondary / Secondary Special,,Laborers,,,0,39,1
,90000,Working,,Married,,48,9,0,26,1
Male,315000,Working,Higher Education,Married,,51,,,,1
Female,,,Secondary / Secondary Special,,High Skill Tech Staff,,6,,49,1
Female,,Working,Secondary / Secondary Special,Married,,,9,,44,1
Male,,Working,Higher Education,Married,,33,,0,,1
,,,,Married,,50,2,,,1
Male,,Working,Higher Education,,Accountants,,,,6,1
,,Working,Secondary / Secondary Special,,,59,,,25,1
,180000,Commercial Associate,Secondary / Secondary Special,Married,Laborers,,4,0,7,1
,144000,Working,Secondary / Secondary Special,Married,,37,3,0,41,1
,,,,,,32,,0,39,1
,135000,Working,Secondary / Secondary Special,,,,5,0,,1
,225000,Working,Secondary / Secondary Special,Separated,,,,,20,1
,382500,,Higher Education,Married,Managers,32,8,0,23,1
Male,427500,State Servant,Incomplete Higher,Single / Not Married,,33,9,0,3,1
,,Working,,Married,,,,0,,1
Female,225000,,Higher Education,,Laborers,36,12,,28,1
,675000,,Secondary / Secondary Special,Married,,,,0,21,1
